id_cas;cas_nom_dossier;cas_zone_nom;cas_zone_code;cas_zone_type;cas_AAAA;cas_MM;cas_JJ;cas_resume;cas_resume_web;cas_public;cas_temoignages_nb;cas_temoins_nb;cas_temoins_nb_approx;cas_nb_PAN;cas_nb_PAN_approx;cas_MinCercleInscrit_Lat;cas_MinCercleInscrit_Lng;cas_MinCercleInscrit_Err;cas_date_maj;cas_etrangete;cas_etrangete_err;cas_etrangete_calc;cas_etrangete_calc_err;cas_fiabilite;cas_fiabilite_err;cas_fiabilite_calc;cas_qte_information;cas_qte_information_calc;cas_consistance;cas_consistance_calc;cas_consistance_calc_err;cas_classification;cas_classification_calc;cas_numEtude
772;"PRANLES (07) 21.07.1979";Ardeche;07;"(D) Departement";1979;07;21;"Le GEIPAN continue e publier l'ensemble de ses archives sur son site public www.geipan.fr. Dans ses publications, figurent des cas anciens classes e l'epoque (A, B, C ou D) et qui font aujourd'hui l'objet d'un reexamen, dans le seul but d'etre plus pertinent dans les conclusions. Grece e de nouveaux moyens techniques (logiciels) et e l'experience d'enquete acquise depuis toutes ces dernieres annees, ce reexamen aboutit quelquefois e de nouvelles remarques voire e un changement de classification.<br> 
Ce cas d'observation precedemment classe D et nomme LES OLLIERES (07) 1979 fait partie d'un ensemble de cas reexamines recemment.<br>
Le 21 juillet 1979 un premier groupe de personnes (T1 et son epouse) observe de 22h45 e 23h28 la presence d'une phenomene lumineux de couleurs et stationnaire au sommet d'une ligne de crete en direction de la ""Serre de Pieroulet"". Le PAN est decrit comme un ""phare"" avec une puissante source lumineuse jaune-orange projetant un faisceau bleu tournant regulierement sur 360e et balayant le sol. Durant l'observation de 45 minutes aucun bruit particulier n'est entendu. Le T1 s'apprete e prendre une photographie lorsque le PAN s'eteint brusquement. Le lendemain ces premiers temoins apprennent que leurs plus proches voisins (T2 et son epouse), en fermant les volets vers 23h, ont constate la presence d'un PAN lumineux dans la meme direction. T2 et son epouse ont observe le PAN une dizaine de minutes avant d'aller se coucher. La Gendarmerie est prevenue le lendemain par T1. Seuls T1 et T2 ont temoigne.<br> 

Le PAN a ete particulierement bien decrit par le temoin principal T1. Son rapport nous a ainsi permis de nous rendre compte que l'apparence et le comportement du PAN etait tres particulier et ne correspondait e aucun phenomene connu, qu'il soit d'origine naturelle ou artificielle (voir le compte-rendu d'enquete).<br>

En effet, la seule hypothese pourrait etre un helicoptere (car le PAN est bien stationnaire dans le ciel) utilisant un projecteur, mais dont, de maniere inexplicable, le faisceau serait bleu, d'une couleur differente de celle de la source, et tournerait sans cesse sans aucun objectif de surveillance ou eclairage.<br>

Le temoin T1 etant helas decede, il nous a ete impossible de continuer plus en avant l'enquete, qui aurait pu se poursuivre avec par exemple un entretien cognitif ou une reconstitution sur place. Les trois autres temoins n'ont pas pu etre retrouves mais il est aussi possible, presque 40 ans apres les faits, qu'ils soient egalement decedes.<br>

Le domaine d'expertise scientifique de T1 touche de tres pres tout ce qui concerne la lumiere et la couleur, ainsi que l'impact qu'elles ont sur leur environnement. Il se trouve que son observation porte justement sur des phenomenes lumineux et colores entrant exactement dans son domaine d'expertise. Cette coencidence conforte la consistance deje factuelle compte-tenu de la precision et completude de la description :<br> 
- le temoin utilise des parametres descriptifs qu'il maitrise ;<br>
- en termes de fiabilite, la large reconnaissance dont beneficiait deje le temoin T1 ne permet pas d'imaginer un desir particulier de rajouter de l'etrangete e une observation pour se faire valoir. Au contraire l'attitude des scientifiques reconnus pousse en general e la plus grande distance par rapport au PAN.  Dans ce contexte, le temoignage est representatif d'une reelle etrangete vecue et d'un enjeu de connaissance pour ce scientifique.<br> 

T1 n'a pas pris de photographie. Il est a priori possesseur d'appareil photographique, mais on comprend que le temoin prend son materiel au moment oe le PAN disparaet.<br>

Nous pouvons regretter la qualite mediocre du temoignage de T2, peu detaille et l'absence des deux autres temoignages, ceux des epouses.<br> 
Neanmoins, le temoignage de T2, outre qu'il place le PAN dans la meme direction et au meme moment, confirme celui de T1 sur les points qui font l'essentiel de l'etrangete : lueur fixe jaune/orange, lumiere bleue balayant le sol. T2 ne mentionne pas le faisceau et l'etrangete vecue parait faible (les temoins cessent d'observer et vont se coucher).<br>
  
Dans la methodologie actuelle du GEIPAN, le present niveau d'etrangete et de consistance imposent de pratiquer une e enquete terrain e avec le temoin pour une reconstitution et un entretien cognitif. Cette derniere est susceptible d'impacter positivement et negativement l'evaluation d'etrangete comme de la consistance. Mais elle n'est pas possible pour un cas en revisite si longtemps apres. Aussi l'evaluation du present cas est faite selon les criteres actuels de prise en compte de l'etrangete et de la consistance (Voir actualite GEIPAN <b><a href=""http://www.cnes-geipan.fr/index.php?id=181&no_cache=1&tx_ttnews[backPid]=211&tx_ttnews[tt_news]=209"">La methodologie de classification du GEIPAN</a></b>)
comme si l'enquete terrain avait ete faite et avait ete totalement neutre (aucun apport en plus ou moins), ce qui est quelque fois le cas.<br>
Par contre, afin de marquer cet ecart methodologique, la classification se fait sur la base A B C D et non sur l'actuelle A B C D1/D2 qui correspond pour le classement inexplique e une validation plus forte du caractere inexplique.<br>

Ici le cas est la limite entre un cas inexplique et un cas inexploitable par manque de consistance dans l'etat de dossier faute d'apport d'une enquete GEIPAN menee sur place.<br>

En consequence, le cas est classe D : Phenomene etrange de consistance moyenne ou forte.";"Observations par deux groupes distincts de temoins d'un phenomene lumineux stationnaire de couleur jaune-orange projetant un faisceau bleu tournant regulierement e 360e : phenomene etrange de consistance moyenne ou forte.";O;2;2;;1;;;;;2019-02-20;;;0.70;0.00;;;0.88;;0.88;;0.77;0.00;D;D1;1979-07-00644
773;"SAINT-LYS (31) 23.07.1979";Haute-Garonne;31;"(D) Departement";1979;07;23;"Le 23 juillet 1979 vers 21h 40 une automobiliste et ses passageres observent durant plusieures minutes un objet paticulier qui les intrige. Cet objet lumineux et orange de la forme d'un cigare de deux metres de long se deplace rapidement dans le sens Sud-Est Nord-Ouest. Volant e 200 metres du sol, il semble tourner sur lui-meme. Il disparaet rapidement e l'horizon. Aucun autre temoignage ne sera recueilli sur ce phenomene pour lequel nous manquons de donnees.";"Observation d' un objet en forme de cigare tournant sur lui-meme.";O;1;;;;;;;;2008-07-30;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1979-07-00645
774;"COLOMBES (92) 25.07.1979";Hauts-de-Seine;92;"(D) Departement";1979;07;25;"Le 25 juillet 1979 vers 21h 30 deux temoins observent dans le ciel un point lumineux orange qui se deplace puis semble s'immobiliser.  La luminosite de ce point de petite taille decline soudain fortement. Il disparaet instantanement ne laissant qu'une traenee blanche. Aucun autre temoignage ne sera recueilli sur ce phenomene pour lequel nous manquons d'informations.";"Observation d'un point lumineux orange avec trainee.";O;1;;;;;;;;2008-07-30;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1979-07-00646
775;"HERBLAY (95) 28.07.1979";Val-d'Oise;95;"(D) Departement";1979;07;28;"Dans la nuit du 27 au 28 juillet 1979 vers minuit, une personne est reveillee par une luminosite particuliere dans sa chambre. Le temoin observe alors par la fenetre une boule lumineuse blanche. Celle-ci se deplace tres lentement dans le sens Nord-Ouest Nord-Est sans aucun bruit. Cette boule est plus grosse que la lune. Elle disparaetra cachee par les betiments. Aucun autre temoignage ne sera recueilli sur ce phenomene pour lequel nous manquons d'informations.";"Observation d'une boule se deplaeant lentement.Aucun bruit";O;1;;;;;;;;2009-10-02;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1979-07-00647
776;"SAINT-PIERRE ET MIQUELON ( 989) 1979";Saint-Pierre-et-Miquelon;975;"(D) Departement";1979;07;16;"Le 16 juillet 1979 vers 21h 40 deux personnes observent  un objet lumineux dans le ciel. Cet objet est de forme trapezoedale de couleur sombre avec quatre lumieres e l'avant et un feu rouge e l'arriere. D'abord stationnaire au-dessus de l'anse du Savoyard, cet objet se deplace lentement vers l'Est. Apres une acceleration subite, il s'est eleve e la verticale dans le ciel avant de disparaetre. Aucun bruit n'a ete entendu. Aucun aeronef n'a decolle ou atteri sur l'ile apres 20h et aucun autre temoignage ne sera recueilli sur ce phenomene qui reste inexplique.";"Observation d'un objet changeant de direction et de vitesse";O;2;;;;;;;;2008-07-01;;;0.75;0.25;;;;;;;0.78;0.23;D;D;1979-07-01718
777;"TOULOUSE (31) 14.07.1979";Haute-Garonne;31;"(D) Departement";1979;07;14;"Le 14 juillet 1979 vers 22h 45 un temoin au milieu de la foule venue regarder le feu d'artifice, apereoit dans le ciel ( e 45e) le passage d'une lumiere qui l'intrigue. Il observe durant 8 e 12 secondes cette luminosite qui traverse le ciel en ligne droite du Sud au Nord e une vitesse constante.  Cet objet a la forme d'un disque lumineux avec une petite queue plus floue. Le temoin constate des variations de couleurs mais aucun bruit venant de l'objet n'est perceptible. Il disparaitra rapidement. Malgre la foule presente e ce moment le, aucun autre temoignage n'a ete recueilli sur ce phenomene pour lequel nous manquons d'informations.";"Observation d'un disque lumineux traversant le ciel.";O;1;;;;;;;;2011-02-23;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1979-07-01862
778;"ARGENTEUIL (95) 13.07.1979";Val-d'Oise;95;"(D) Departement";1979;07;13;"Le 13 juillet 1979 vers 23h 30 des temoins apereoivent dans le ciel un objet qui attire leur attention. Une boule de la grosseur d'un ballon de foot et de couleur rouge orange se deplace e haute altitude. Durant l'observation, cet objet changera de forme, de couleur et s'immobilisera avant de repartir e tres grande vitesse et de disparaetre dans l'atmosphere. Aucun autre temoignage ne sera recueilli sur ce phenomene qui reste inexplique.";"observation d'un objet avec changement de forme, de couleur et trajectoire.";O;1;;;;;;;;2008-06-30;;;0.75;0.25;;;;;;;0.78;0.23;D;D;1979-07-01863
780;"CARENTOIR (56) --.07.1979";Morbihan;56;"(D) Departement";1979;07;--;"Temoignage recent (23/11/2009) d'une observation ancienne : en juillet 1979 (le temoin ne se souvient pas de la date exacte) deux personnes sont prises de violents maux de tete apres avoir observe un eclair lumineux sur un mur de leur chambre. Ces maux de tete disparaissent en meme temps que le phenomene lumineux. Regardant par la fenetre pour determiner l'origine de cette lumiere, ces deux personnes observent plusieurs faisceaux lumineux eclairant la route. Le journal local rapportera par la suite, la presence de zones d'herbes brulees dans un champ du secteur (aucune precision sur le nom du journal local et la date de parution de l'article). Aucun autre temoignage n'a ete recueilli sur cette observation ancienne pour laquelle toute enquete est difficile voir impossible.";"Observation d'un eclair lumineux et maux de tete.";O;1;;;;;;;;2010-04-02;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1979-07-02484
781;"CASTETNAU-CAMBLONG (64) 15.07.1979";Isere;38;"(D) Departement";1979;07;15;"Un temoin rapporte en 2011 une observation ancienne . Il ne se souvient pas de l'annee et du mois exacts (entre 1979 et 1980, entre mi-juillet mi-aoet en fin d'apres midi). La date du cas est donnee arbitrairement.<br> Observant avec une lunette astronomique le paysage, le temoin est intrigue par un objet immobile, de forme triangulaire, de couleur rouille orange clair. L'objet est rapidement cache par une brume et un nuage. L'observation aura dure moins de 30 secondes.<br>  La forme triangulaire de l'objet, son faible deplacement font penser e un ballon tetraedrique.Certains ballons sondes sont de couleur marron-orange, le temoin le decrit de couleur rouille. Mais les details de la surface de l'objet decrits par le temoin correspondent mal e cette hypothese. Comme la date precise n'est pas connue, il n'est pas possible de faire des verifications de vent ou de lancements de ballons par Meteo-France ou le CNES. Faute d'informations precises, ce cas est classe ""C""";"Temoignage recent d'une observation ancienne. Observation d'un objet triangulaire immobile de couleur rouille. Manque d'informations precises.";O;1;;;;;;;;2013-01-17;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1979-07-08188
783;"ACHERES (78) 05.08.1979";Yvelines;78;"(D) Departement";1979;08;05;"Le 5 aoet 1979 entre 23h et 23h 30 un temoin et des gendarmes observent dans le ciel  des phenomenes lumineux particuliers. Des boules de tailles et couleurs differentes brillent e gauche de la Lune.. Certaines se deplacent par e coups de gauche e droite et parfois e tres grande vitesse. Elles disparaitront dans les nuages. Aucun autre temoignage ne sera recueilli sur ce phenomene pour lequel nous manquons d'informations.";"Observation de 3 boules de taille differente .";O;1;;;;;;;;2012-08-20;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1979-08-00649
785;"MIREBEAU (86) 11.08.1979";Vienne;86;"(D) Departement";1979;08;11;"Le 11 aoet 1979 vers  21h10 plusieurs personnes observent un phenomene lumineux  particulier. Alors que le soleil se couche, trois anneaux de couleur rouge -orange sont visibles sur l'horizon en-dessous d'une couverture nuageuse. Ces disques se sont ensuite resorbes en prenant l'allure d'un trait horizontal qui a disparu rapidement vers le Nord dans les nuages. Aucun autre temoignage n'a ete recueilli dans le secteur.  D'apres la description des temoins, il est probable que ce phenomene soit un effet d'optique de au soleil couchant se refletant sur une couverture nuageuse basse.";"Observation de 3 disques lumineux.";O;1;;;;;;;;2008-07-30;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1979-08-00651
788;"BELVEDERE-CAMPOMORO (2A) 22.08.1979";Corse-du-Sud;2A;"(D) Departement";1979;08;22;"Le 22 aoet 1979 vers 22h 45 deux temoins observent un point lumineux qui les intrigue. D'abord fixe entre 100 et 150 metres e l'aplomb du golf, il se deplace ensuite vers l'Ouest en baissant d'intensite. Le temoin a ensuite observe le point avec des jumelles et dit avoir vu deux parallelogrammes de couleur jaune.  Aucun autre temoignage ne sera recueilli sur ce phenomene. Les diverses formes observees pourraient etre dees aux aberrations des jumelles, frequentes lorsqu'il s'agit de jumelles de qualite mediocre et que l'on observe un point lumineux. Il est probable que le phenomene observe soit un avion eclaire par le soleil.";"Observation vraisemblable d'un avion eclaire par le soleil";O;1;;;;;;;;2008-07-31;;;0.38;0.13;;;;;;;0.65;0.35;B;B;1979-08-00654
789;"BONNEUIL-SUR-MARNE (94) 28.08.1979";Val-de-Marne;94;"(D) Departement";1979;08;28;"Le 28 aoet 1979 e 20h 45 un temoin observe aux jumelles le passage d'un avion de ligne. Il va apercevoir e l'arriere de l'avion et au-dessus une forme tres lumineuse et rectangulaire. Aucun autre renseignement n'a ete apporte sur ce phenomene par les brigades de gendarmes limitrophes de l'aeroport de d'Orly ou par le chef du centre de contrele regional d'Orly Sud.";"Observation d'un objet tres lumineux de forme rectangulaire de la grosseur d'un avion.";O;1;;;;;;;;2008-07-31;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1979-08-00655
790;"LUS LA CROIX HAUTE (26) 1979";Dreme;26;"(D) Departement";1979;08;30;"Le 30 aoet 1979 un cultivateur se rend dans un champ de seigle et apereoit un rond brele de 10,50 metres de diametre. Il remarque que l'herbe est plus verte e l'interieur du cercle que dans la prairie avoisinante. Aux environs du 20 septembre, ce meme temoin decouvrira que des champignons du type roses de pres ont pousse e l'interieur et exterieur du cercle. Ce phenomene a deje ete constate dans les prairies du secteur.";"Observation d'un rond de champignons de 11 metres de diametre au sol.";O;2;;;;;;;;2008-07-31;;;0.13;0.13;;;;;;;0.53;0.48;A;A;1979-09-00665
791;"ATHIS-MONS (91) 24.08.1979";Essonne;91;"(D) Departement";1979;08;24;"Temoignage recent (20/10/2012) d'une observation ancienne.<br> Un temoin rapporte avoir observe le 24 aout 1979 vers minuit, un engin de couleur argente stationnaire mais tournant sur lui-meme silencieusement  au-dessus de cebles electriques d'une zone urbaine. <br> Aucun autre temoignage n'a ete recueilli sur ce phenomene.<br>  L' analyse fine du  temoignage par un psychologue universitaire laisse apparaetre plusieurs incoherences et ne permet pas de considerer que les faits relates ont ete integralement vecus, mais qu'il s'agit plus probablement d'un melange de faits reels et d'elements imagines ou venant d'autres recits. La memoire a pu confondre ces elements apres plus de 30 ans. Il faut aussi savoir que l'adolescence est aussi un ege propice e la creation de ""faux souvenirs"". Une enquete 30 ans apres ne ramenerait pas d'informations seres.<br>  Ce cas est classe ""C"" par manque d'informations fiables, recoupements ou autres.";"Observation d'un engin de couleur aluminium tournant silencieusement comme une toupie et survolant les lampadaires d'un agglomeration : manque d'informations fiables.";O;1;;;;;;;;2013-02-27;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1979-08-08386
792;"NOIRMOUTIER (85) 1979";Vendee;85;"(D) Departement";1979;09;08;"Le 7 septembre 1979 vers 4h 30 deux temoins observent, durant moins de 5 secondes, une forme ovale de couleur verte avec quatre lumieres blanches et entouree d'un cercle noir. Les couleurs sont tres vives et phosphorescentes. Cet objet monte tres rapidement dans le ciel e 45e en suivant une direction Sud-Nord. Il s'eteint subitement. Aucun autre temoignage n' ete recueilli sur ce phenomene pour lequel nous manquons d'informations.";"Observation d'un objet oval selevant vers le ciel .Soudaine disparition.";O;2;;;;;;;;2008-11-04;;;0.50;0.50;;;;;;;0.28;0.28;C;C;1979-09-00656
