id_cas;cas_numEtude;id_temoignage;tem_new;tem_chrono;obs_chrono;tem_nom_dossier;tem_title_nickname;tem_title_type;tem_resume;tem_Gi;tem_Ti;tem_Ti_type;tem_TComi;tem_age;tem_genre;tem_adr_commune;tem_adr_CP;tem_adr_dpt;tem_adr_pays;tem_xp_formation_niveau_type;tem_xp_activite_type;tem_xp_aero;tem_xp_aero_niveau;tem_xp_astro;tem_xp_astro_niveau;tem_xp_topo;tem_xp_topo_niveau;tem_xp_UFO;tem_xp_UFO_niveau;tem_obs_moyen;tem_emotions_lib;tem_activite_lib;tem_avis_interpretation_lib;tem_avis_interet_lib;tem_avis_change_lib;tem_avis_science_lib;tem_experience_change_lib;tem_photos_retouchees;tem_plans;tem_croquis;tem_public;tem_GD;tem_A;tem_PVi;tem_numSEPRA;tem_catno;id_temoignage_old;nom_temoignage_old;id_observation;obs_nb;obs_description;obs_commune_or_trajet;obs_tem_dep;obs_tem_dep_label;obs_tem_dep_vitesse;obs_AAAA;obs_MM;obs_JJ;obs_date_heure;obs_heure_plage;obs_heure_deb;obs_heure_fin;obs_heure;obs_heure_delta;obs_heure_tranche_horaire;obs_heure_approx;obs_duree_hms;obs_duree_lib;obs_duree_type;obs_1_adr_commune;obs_1_adr_CP;obs_1_adr_dpt;obs_1_adr_pays;obs_1_adr_commune_2;obs_1_adr_CP_2;obs_1_adr_dpt_2;obs_1_adr_pays_2;obs_1_cadre_reference;obs_1_cadre_reference_type;obs_1_lat;obs_1_lon;obs_1_pos_err;obs_1_env_sol;obs_1_env_sol_type;obs_1_env_relief_type;obs_conditions_tem_activite;obs_1_heure;obs_1_duree_type;obs_1_azimut;obs_1_azimut_lib;obs_1_elevation;obs_1_elevation_lib;obs_1_dist_lib;obs_1_dist_approx_type;obs_1_alt;obs_1_alt_lib;obs_1_cap;obs_1_cap_lib;obs_1_trajectoire_types;obs_1_trajectoire_lib;obs_1_dynamique_types;obs_1_vitesse_ang;obs_1_vitesse_lib;obs_1_vitesse_types;obs_1_taille_apparente_lib;obs_1_taille_apparente_type;obs_1_taille_apparente_abs;obs_1_env_odeurs_types;obs_1_tem_reaction_types;obs_conditions_apparition;obs_conditions_apparition_txt;obs_conditions_obs_direct;obs_conditions_obs_indirect;obs_conditions_env_bruit;obs_conditions_tem_activite_lib;obs_conditions_meteo;obs_conditions_meteo_lib;obs_conditions_astro;obs_conditions_astro_lib;obs_conditions_emotions;obs_1_forme_lib;obs_1_forme_types;obs_1_PAN_nature;obs_1_PAN_nature_type;obs_1_caracteristiques_types;obs_1_couleur_lib;obs_1_couleur_types;obs_1_luminosite_lib;obs_1_luminosite_types;obs_1_halo_lib;obs_1_bruit_lib;obs_1_bruit_nature_types;obs_1_bruit_intensite_types;obs_1_PAN_taille;obs_1_PAN_altitude;obs_1_distance_abs;obs_1_PAN_pos_lat;obs_1_PAN_pos_lon;obs_1_PAN_pos_approx;obs_2_cadre_reference;obs_2_cadre_reference_type;obs_2_lat;obs_2_alt;obs_2_lon;obs_2_pos_err;obs_2_env_sol;obs_2_env_sol_type;obs_2_env_relief_type;obs_2_heure;obs_2_duree_type;obs_2_azimut;obs_2_azimut_lib;obs_2_elevation;obs_2_elevation_lib;obs_2_dist_lib;obs_2_dist_approx_type;obs_2_alt_lib;obs_2_cap;obs_2_cap_lib;obs_2_trajectoire_types;obs_2_trajectoire_lib;obs_2_dynamique_types;obs_2_vitesse_ang;obs_2_vitesse_lib;obs_2_vitesse_types;obs_2_taille_apparente_lib;obs_2_taille_apparente_type;obs_2_taille_apparente_abs;obs_2_env_odeurs_types;obs_2_tem_reaction_types;obs_2_forme_lib;obs_2_forme_types;obs_2_PAN_nature;obs_2_PAN_nature_type;obs_2_caracteristiques_types;obs_2_couleur_lib;obs_2_couleur_types;obs_2_luminosite_lib;obs_2_luminosite_types;obs_2_halo_lib;obs_2_bruit_lib;obs_2_bruit_nature_types;obs_2_bruit_intensite_types;obs_2_PAN_taille;obs_2_PAN_altitude;obs_2_distance_abs;obs_2_PAN_pos_lat;obs_2_PAN_pos_lon;obs_2_PAN_pos_approx;obs_3_adr_bat;obs_3_adr_num_voie;obs_3_adr_type_voie;obs_3_adr_nom_voie;obs_3_adr_commune;obs_3_adr_CP;obs_3_adr_dpt;obs_3_adr_pays;obs_3_adr_lieu;obs_3_cadre_reference;obs_3_cadre_reference_type;obs_3_lat;obs_3_alt;obs_3_lon;obs_3_pos_err;obs_3_env_sol;obs_3_env_sol_type;obs_3_env_relief_type;obs_3_heure;obs_3_duree_type;obs_3_azimut;obs_3_azimut_lib;obs_3_elevation;obs_3_elevation_lib;obs_3_dist_lib;obs_3_dist_approx_type;obs_3_alt_lib;obs_3_cap;obs_3_cap_lib;obs_3_trajectoire_types;obs_3_trajectoire_lib;obs_3_dynamique_types;obs_3_vitesse_ang;obs_3_vitesse_lib;obs_3_vitesse_types;obs_3_taille_apparente_lib;obs_3_taille_apparente_type;obs_3_taille_apparente_abs;obs_3_env_odeurs_types;obs_3_tem_reaction_types;obs_conditions_disparition;obs_conditions_disparition_txt;obs_3_forme_lib;obs_3_forme_types;obs_3_PAN_nature;obs_3_PAN_nature_type;obs_3_caracteristiques_types;obs_3_couleur_lib;obs_3_couleur_types;obs_3_luminosite_lib;obs_3_luminosite_types;obs_3_halo_lib;obs_3_bruit_lib;obs_3_bruit_nature_types;obs_3_bruit_intensite_types;obs_3_PAN_taille;obs_3_distance_abs;obs_3_PAN_altitude;obs_3_PAN_pos_lat;obs_3_PAN_pos_lon;obs_3_PAN_pos_approx;obs_incli;obs_incli_lib;obs_deg_parcouru;obs_nb_PAN;obs_nb_PAN_lib;obs_formation;obs_formation_type;obs_caracteristiques;obs_continuite;obs_continuite_type;obs_PAN_calculs;obs_envt_equipements_actifs
458;1977-01-00383;1482;0;;1977.01.02;"[D960] de BLENOD-LES-TOUL (54) vers RIGNY-SAINT-MARTIN (55) 16.01.1977 T1";;[D960];;;1;T;1;;H;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;4453;;1;1977309107;77300478;;;1421;1;;2;;[D960];;1977;01;16;"1977-01-16 20:15:00";20:15;;;20:15:00;0;;;;;;BLENOD-LES-TOUL;54113;54;;RIGNY-SAINT-MARTIN;55140;55;;;Ciel;48.6;5.8;0.0;;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;;;;225.00;;;"altitude de 2000 metres";;;;;0.00;;"Chg direction, niveau de vol";;;;;Rapide;"15 cm de diametre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Tres nuageux ou couvert";;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Traenee, Queue";;"Orange, feu";;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Phenomene";;;;;;;;;;;;;;;;;;;;RIGNY-SAINT-MARTIN;55140;55;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
458;1977-01-00383;1483;0;;1977.01.03;"[D960] de BLENOD-LES-TOUL (54) vers RIGNY-SAINT-MARTIN (55) 16.01.1977 T2";;[D960];;;2;T;2;;F;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;4455;;2;1977309107;77300478;;;1422;1;;2;;[D960];;1977;01;16;"1977-01-16 20:15:00";20:15;;;20:15:00;0;;;;;Inconnu;BLENOD-LES-TOUL;54113;54;;RIGNY-SAINT-MARTIN;55140;55;;;Ciel;48.6;5.8;0.0;;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;;;;;"NON PRECISE";;;;;;;0.00;;Inconnu;;;;;Rapide;"15 cm de diametre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Traenee, Queue";;"Orange, feu";;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RIGNY-SAINT-MARTIN;55140;55;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
459;1977-01-00384;1481;0;;1977.01.01;"PORTE-PUYMORENS (66) 17.01.1977";;;;;1;T;;"10 - 19 ans";F;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;4450;;1;1977309105;77300199;;;1420;1;;1;;;;1977;01;17;"1977-01-17 17:00:00";17:00;;;17:00:00;0;;;30/40s;;;PORTE-PUYMORENS;66760;66;;;;;;;Ciel;42.5;1.8;0.1;;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;;;;0.00;;;;;;;;180.00;;Inconnu;;;;;Inconnu;"40 metres de long sur 4 e 5 metres de haut";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;"3D - 2 axes de symetrie - Ovoede";;" Phenomene";"Objet unique";;;;Inconnue;;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Orange, feu";;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
460;1977-01-00385;1506;0;;1977.01.26;"ISSOUDUN (36) 23.01.1977 T1";;;;;1;T;1;"50 - 59 ans";F;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;4480;;1;1977309118;77300489;;;1445;1;;1;;;;1977;01;23;"1977-01-23 01:30:00";01:30;;;01:30:00;0;;;;;Inconnu;ISSOUDUN;36100;36;;;;;;;Ciel;46.9;2;0.0;;"Territoires artificialises - Zones urbanisees";;;;;90.00;;;;;;;;270.00;;Inconnu;;;;;Lente;"ballon de foot , 1 voiture";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Quelques eclaircies ou Nuageux";;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objets multiples";;"Orange, feu";;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;"Observation en continu";;
460;1977-01-00385;1507;0;;1977.01.27;"ISSOUDUN (36) 23.01.1977 T2";;;;;2;T;2;"30 - 39 ans";F;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;4481;;2;1977309118;77300489;;;1446;1;;1;;;;1977;01;23;"1977-01-23 01:30:00";01:30;;;01:30:00;0;;;;;Inconnu;ISSOUDUN;36100;36;;;;;;;Ciel;46.9;2;0.0;;"Territoires artificialises - Zones urbanisees";;;;;90.00;;;;;;;;270.00;;Inconnu;;;;;Lente;"ballon de foot";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Objet";"Objets multiples";;"Orange, feu";;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;"Observation en continu";;
461;1977-01-00386;1502;0;;1977.01.22;"SAINT-BENOIT (974) 24.01.1977 T1";;;;;1;T;1;"20 - 29 ans";H;;;;;;"3. Cadres et professions intellectuelles superieures";;;;;;;;;;;;;;;;;;;;O;4476;;1;1977309116;77400487;;;1441;1;;1;;;;1977;01;24;"1977-01-24 18:30:00";18:30;;;18:30:00;0;;;;;;SAINT-BENOIT;97470;974;;;;;;;"Paysage Rural";-21;55.7;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;"NON PRECISE";;;;"<10000m (tres eloignee)";;;0.00;;Descendante;;;;;Inconnu;;"2.2 < x < 6e ou ""Grande""";;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;;;" Objet";"Objet unique";;;;Inconnue;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
461;1977-01-00386;1503;0;;1977.01.23;"SAINT-BENOIT (974) 24.01.1977 T2";;;;;2;T;2;"20 - 29 ans";F;;;;;;"3. Cadres et professions intellectuelles superieures";;;;;;;;;;;;;;;;;;;;O;4477;;2;1977309116;77400487;;;1442;1;;1;;;;1977;01;24;"1977-01-24 08:17:00";08:17;;;08:17:00;0;;;;;;SAINT-BENOIT;97470;974;;;;;;;"Paysage Rural";-21;55.7;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;"NON PRECISE";;;;;;;0.00;;Descendante;;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;"colnne en forme de fleche";"Autre forme non categorisee";;" Objet";"Objet unique";;;;Inconnue;;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
461;1977-01-00386;1504;0;;1977.01.24;"SAINT-BENOIT (974) 24.01.1977 T3";;;;;3;T;3;"20 - 29 ans";F;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;4478;;3;1977309116;77400487;;;1443;1;;1;;;;1977;01;24;"1977-01-24 08:17:00";08:17;;;08:17:00;0;;;;;;SAINT-BENOIT;97470;974;;;;;;;"Paysage Rural";-21;55.7;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;"NON PRECISE";;;;;;;0.00;;Descendante;;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;;;;" Phenomene";"Objet unique";;Blanc;;Inconnue;;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
462;1977-01-00387;1498;0;;1977.01.18;"VEROSVRES (71) 27.01.1977";;;;;1;T;;"30 - 39 ans";H;;;;;;"3. Cadres et professions intellectuelles superieures";;;;;;;;;;;;;;;;;;;;O;4470;;1;1977309114;77300488;;;1437;1;;1;;;;1977;01;27;"1977-01-27 08:00:00";08:00;;;08:00:00;0;;;15m;;;VEROSVRES;71220;71;;;;;;;Ciel;46.4;4.4;0.0;;"Territoires artificialises - Zones industrielles ou commerciales et reseaux de communication - Reseaux routier et ferroviaire et espaces associes";;;;;;;;"25 degres";;;;;180.00;;"Lineaire ou Rectiligne";"oscillations , zig-zag";;;;Lente;"ballon de foot";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";;" Phenomene";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;"Chg direction, niveau de vol";;;;;;;;;;;;;;" Objet";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
465;1977-01-01861;1512;0;;1977.01.32;"TOULOUSE (31) 26.01.1977";;;;;1;T;;"10 - 19 ans";H;;;;;;"7. Retraites";;;;;;;;;;;;;;;;;;;;O;6405;;1;1977110027;;;;1451;1;;1;;;;1977;01;26;"1977-01-26 15:30:00";15:30;;;15:30:00;0;;;5s;;;TOULOUSE;31000;31;;;;;;;Ciel;43.6;1.5;0.1;;"Territoires artificialises - Zones urbanisees";;;;;270.00;;;;;;;;90.00;;Inconnu;;;;" 100 e 150 km/ h";Rapide;"400 m de long";"42 < x < 110e ou ""Tres imposante/Immense""";;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Tres nuageux ou couvert";;;;;;"3D - 2 axes de symetrie - Ovoede";;" Objet";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;;;
467;1977-02-00391;1514;0;;1977.02.02;"SAINT-MARCELLIN (38) 02.02.1977";;;;;1;T;;"60 - 69 ans";H;;;;;;"7. Retraites";;;;;;;;;;;;;;;;;;;;O;4411;;1;1977309094;77300480;;;1453;1;;1;;;;1977;02;02;"1977-02-02 15:30:00";15:30;;;15:30:00;0;;;;;Inconnu;SAINT-MARCELLIN;38160;38;;;;;;;Ciel;45.2;5.3;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;"NON PRECISE";;"altitude de 1500 metres";;;;;0.00;;Inconnu;;;;;Inconnu;pomme;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Ovoede";;" Objet";"Objet unique";;Rouge;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
468;1977-02-00392;1520;0;;1977.02.08;"REIMS (51) 05.02.1977 T1";;;;;1;T;1;"40 - 49 ans";F;;;;;;"5. Employes";;;;;;;;;;;;;;;;;;;;O;4417;;1;1977309096;77300485;;;1459;1;;1;;;;1977;02;05;"1977-02-05 20:45:00";20:45;;;20:45:00;0;;;2m;;;REIMS;51100;51;;;;;;;Ciel;49.3;4;0.0;;"Territoires artificialises - Zones urbanisees";;;;;270.00;;;;;;;;90.00;;"Stationnaire, Immobile";;;;;"Nulle, Immobile, Stationnaire";;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Spherique, Boule";"boule lumienuse";" Phenomene";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.3;;4;0.0;;;;;;270.00;;;;;;;;;"Stationnaire, Immobile";;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
468;1977-02-00392;1521;0;;1977.02.09;"REIMS (51) 05.02.1977 T2";;;;;2;T;2;;F;;;;;;"7. Retraites";;;;;;;;;;;;;;;;;;;;O;4418;;2;1977309096;77300485;;;1460;1;;1;;;;1977;02;05;"1977-02-05 21:00:00";21:00;;;21:00:00;0;;;;;;REIMS;51100;51;;;;;;;Ciel;49.3;4;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;REIMS;;;;;;;90.00;;"Stationnaire, Immobile";;;;;Inconnu;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;Inconnu;;;;;;"3D - 2 axes de symetrie - Ovoede";;" Objet";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;Inconnu;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Phenomene";;;;;;;;;;;;;;;;;;;;;;;;;;;49.3;;4;0.0;;;;;;;;;;;;;0.00;;Descendante;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation discontinue";;
470;1977-02-00394;1515;0;;1977.02.03;"CASSAGNOLES (30) 09.02.1977 T1";;;;;1;T;1;"50 - 59 ans";H;;;;;;"7. Retraites";;;;;;;;;;;;;;;;;;;;O;4412;;1;1977309095;77300490;;;1454;1;;1;;;;1977;02;09;"1977-02-09 18:50:00";18:50;;;18:50:00;0;;;2/3m;;;CASSAGNOLES;30350;30;;;;;;;Ciel;44;4.1;0.0;;"Territoires artificialises - Zones urbanisees";;;;;135.00;;;;;;;;0.00;;"Stationnaire, Immobile";;;;;"Variable (acceleration, deceleration, etc.) (valeur conservee pour compatibilite: utiliser la nature de la trajectoire)";"30 cm de diametre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;spherique;"Autre forme non categorisee";;" Termes descriptifs (lumieres, forme, etc.)";"Objet unique";;"Jaune, Ambre";;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;Montante;;;;;;;;;;;;;;" Objet";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
470;1977-02-00394;1516;0;;1977.02.04;"CASSAGNOLES (30) 09.02.1977 T2";;;;;2;T;2;;F;;;;;;"7. Retraites";;;;;;;;;;;;;;;;;;;;O;4413;;2;1977309095;77300490;;;1455;1;;1;;;;1977;02;09;"1977-02-09 18:45:00";18:45;;;18:45:00;0;;;2/3m;;;CASSAGNOLES;30350;30;;;;;;;Ciel;44;4.1;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;;;0.00;;"Stationnaire, Immobile";;;;;"Variable (acceleration, deceleration, etc.) (valeur conservee pour compatibilite: utiliser la nature de la trajectoire)";"30 cm de diametre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Soleil ou Nuit claire";;;;;"gros phare";"Autre forme non categorisee";;" Objet";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;Montante;;;;;;;;;;;;;;" Phenomene";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
470;1977-02-00394;1517;0;;1977.02.05;"CASSAGNOLES (30) 09.02.1977 T3";;;;;3;T;3;"50 - 59 ans";H;;;;;;"3. Cadres et professions intellectuelles superieures";;;;;;;;;;;;;;;;;;;;O;4414;;3;1977309095;77300490;;;1456;1;;1;;;;1977;02;09;"1977-02-09 18:55:00";18:55;;;18:55:00;0;;;2/3m;;;CASSAGNOLES;30350;30;;;;;;;Ciel;44;4.1;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;;;0.00;;"Stationnaire, Immobile";;;;;"Variable (acceleration, deceleration, etc.) (valeur conservee pour compatibilite: utiliser la nature de la trajectoire)";;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Quelques eclaircies ou Nuageux";;;;;;;;" Objet";"Objet unique";;Blanc;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;Montante;;;;;;;;;;;;;;" Phenomene";;;"Jaune, Ambre";;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;Rouge;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
470;1977-02-00394;1518;0;;1977.02.06;"CASSAGNOLES (30) 09.02.1977 T4";;;;;4;T;4;"50 - 59 ans";F;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;4415;;4;1977309095;77300490;;;1457;1;;1;;;;1977;02;09;"1977-02-09 18:50:00";18:50;;;18:50:00;0;;;;;Inconnu;CASSAGNOLES;30350;30;;;;;;;Ciel;44;4.1;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;;;0.00;;"Stationnaire, Immobile";;;;;Lente;;;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Quelques eclaircies ou Nuageux";;;;;spherique;"Autre forme non categorisee";;" Objet";"Objet unique";;;;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;Montante;;;;;;;;;;;;;;" Phenomene";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
470;1977-02-00394;1519;0;;1977.02.07;"CASSAGNOLES (30) 09.02.1977 T5";;;;;5;T;5;"50 - 59 ans";F;;;;;;"82. Inactifs divers (autres que retraites)";;;;;;;;;;;;;;;;;;;;O;4416;;5;1977309095;77300490;;;1458;1;;1;;;;1977;02;09;"1977-02-09 18:50:00";18:50;;;18:50:00;0;;;5m;;;CASSAGNOLES;30350;30;;;;;;;Ciel;44;4.1;0.0;;"Territoires artificialises - Zones urbanisees";;;;;;;;;;;;;180.00;;"Sans chg direction";;;;;Lente;"30 cm de diametre";;;;"Emotion - Curiosite, Interet - Actif";1;;;;;;"Quelques eclaircies ou Nuageux";;;;;spherique;"Autre forme non categorisee";;" Objet";"Objet unique";;"Jaune, Ambre";;"Intensite - Forte ou lumineux, ex: ampoule (mag. -15 e -10)";;;"Aucun, Silence total";;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Phenomene";;;"Orange, feu";;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;"Un seul";;;;;"Observation en continu";;
